slug,name,shortcut,value,ci_low,ci_high,confidence,rarity,tier,demand,demand_ratio,trade_count,derivation,share_url,generated_at,n_trades_used,join_key
blackvalk,Blackvalk,BLV,233794.42,187035.54,280553.31,low,Legendary,VERY_UNSTABLE,Low,0.65,130,ratio_chain,https://gpovalues.com/item/blackvalk,2026-08-17T22:15:32.242572+00:00,33584,blackvalk
titan-shifters-aura,Titan Shifter's Aura,TSA,212656.49,180758.02,244554.97,medium,,,High,1.74,812,ratio_chain,https://gpovalues.com/item/titan-shifters-aura,2026-08-17T22:15:32.242572+00:00,33584,titan shifter's aura
blessed-exalted-cupid-queens-wings,Blessed Exalted Cupid Queen's Wings,BWINGS,166467.95,141497.76,191438.15,medium,Collectable,S,Low,0.55,301,ratio_chain,https://gpovalues.com/item/blessed-exalted-cupid-queens-wings,2026-08-17T22:15:32.242572+00:00,33584,blessed exalted cupid queen's wings
head-of-baal,Head of Ba'al,HB,116372.28,98916.45,133828.13,medium,Legendary,A-,Low,0.83,251,ratio_chain,https://gpovalues.com/item/head-of-baal,2026-08-17T22:15:32.242572+00:00,33584,head of ba'al
all-seeing-egg,All Seeing Egg,BLOASE,140681.4,126613.26,154749.54,high,Mythical,S,Stable,1.04,1127,ratio_chain,https://gpovalues.com/item/all-seeing-egg,2026-08-17T22:15:32.242572+00:00,33584,all seeing egg
all-seeing-baal,All Seeing Ba'al,BASE,128251.17,115426.05,141076.28,high,Mythical,S,Stable,1.17,1640,ratio_chain,https://gpovalues.com/item/all-seeing-baal,2026-08-17T22:15:32.242572+00:00,33584,all seeing ba'al
leos-inferno-hagoromo,Leo's Inferno Hagoromo,LIH,117682.63,105914.37,129450.9,high,Collectable,S,Low,0.89,1414,ratio_chain,https://gpovalues.com/item/leos-inferno-hagoromo,2026-08-17T22:15:32.242572+00:00,33584,leo's inferno hagoromo
all-seeing-holly,All Seeing Holly,HASE,112780.59,101502.53,124058.65,high,Mythical,S,Low,0.6,1847,ratio_chain,https://gpovalues.com/item/all-seeing-holly,2026-08-17T22:15:32.242572+00:00,33584,all seeing holly
dragon,Dragon,DRAGON,89504.48,80554.04,98454.93,high,Mythical,A+,Low,0.74,2095,ratio_chain,https://gpovalues.com/item/dragon,2026-08-17T22:15:32.242572+00:00,33584,dragon
yukio-the-bunny,Yukio The Bunny,YB,111932.06,95142.26,128721.87,medium,Legendary,S,Low,0.59,757,ratio_chain,https://gpovalues.com/item/yukio-the-bunny,2026-08-17T22:15:32.242572+00:00,33584,yukio the bunny
world-ender,World Ender,WE,97929.84,88136.85,107722.82,high,Legendary,A+,High,1.62,1173,ratio_chain,https://gpovalues.com/item/world-ender,2026-08-17T22:15:32.242572+00:00,33584,world ender
cupids-all-seeing-eye,Cupid's All Seeing Eye,CQASE,98041.36,88237.23,107845.5,high,Mythical,S,Low,0.55,2279,ratio_chain,https://gpovalues.com/item/cupids-all-seeing-eye,2026-08-17T22:15:32.242572+00:00,33584,cupid's all seeing eye
goro,Goro,GORO,89285.71,75892.86,102678.57,medium,Legendary,B+,Stable,1.02,733,ratio_chain,https://gpovalues.com/item/goro,2026-08-17T22:15:32.242572+00:00,33584,goro
soul-kings-scarf,Soul King's Scarf,SKS,104490.6,88817.01,120164.19,medium,Collectable,A+,Stable,1.13,858,ratio_chain,https://gpovalues.com/item/soul-kings-scarf,2026-08-17T22:15:32.242572+00:00,33584,soul king's scarf
all-seeing-eye,All Seeing Eye,ASE,100309.11,90278.21,110340.02,high,Mythical,A+,High,3.27,3243,ratio_chain,https://gpovalues.com/item/all-seeing-eye,2026-08-17T22:15:32.242572+00:00,33584,all seeing eye
bunyo-the-bunny,Bunyo The Bunny,BB,60934.91,51794.68,70075.15,medium,Legendary,A+,Low,0.36,644,ratio_chain,https://gpovalues.com/item/bunyo-the-bunny,2026-08-17T22:15:32.242572+00:00,33584,bunyo the bunny
troll-face,Troll Face,TF,59988.0,47990.4,71985.6,low,Epic,VERY_UNSTABLE,High,4.45,60,ratio_chain,https://gpovalues.com/item/troll-face,2026-08-17T22:15:32.242572+00:00,33584,troll face
yami,Yami,YAMI,48571.43,41285.72,55857.15,medium,Legendary,B-,Low,0.33,362,ratio_chain,https://gpovalues.com/item/yami,2026-08-17T22:15:32.242572+00:00,33584,yami
snowcap-scepter,Snowcap Scepter,SCEP,51268.05,41014.44,61521.66,low,Legendary,A+,Low,0.27,172,ratio_chain,https://gpovalues.com/item/snowcap-scepter,2026-08-17T22:15:32.242572+00:00,33584,snowcap scepter
soul,Soul,SOUL,38340.2,34506.18,42174.22,high,Mythical,A-,Stable,0.96,1685,ratio_chain,https://gpovalues.com/item/soul,2026-08-17T22:15:32.242572+00:00,33584,soul
hie,Hie,HIE,44642.86,37946.43,51339.29,medium,Legendary,B,Stable,1.05,580,ratio_chain,https://gpovalues.com/item/hie,2026-08-17T22:15:32.242572+00:00,33584,hie
soul-cleaver,Soul Cleaver,NAPO,68998.57,48299.0,89698.13,medium,Mythical,A+,Stable,0.93,874,1to1_alignment,https://gpovalues.com/item/soul-cleaver,2026-08-17T22:15:32.242572+00:00,33584,soul cleaver
devil-fruit-rod,Devil Fruit Rod,DFR,28391.68,25552.5,31230.84,high,Mythical,A,Low,0.48,2026,ratio_chain,https://gpovalues.com/item/devil-fruit-rod,2026-08-17T22:15:32.242572+00:00,33584,devil fruit rod
toji-event-item,Toji (event item),TOJI,30516.28,25938.83,35093.72,medium,Legendary,,Low,0.8,743,ratio_chain,https://gpovalues.com/item/toji-event-item,2026-08-17T22:15:32.242572+00:00,33584,toji (event item)
time-rift-capsule,Time-Rift Capsule,TRC,25502.55,21677.17,29327.93,medium,Epic,A,Low,0.15,641,ratio_chain,https://gpovalues.com/item/time-rift-capsule,2026-08-17T22:15:32.242572+00:00,33584,time-rift capsule
sickle-of-sorrow,Sickle of Sorrow,SOS,25375.63,22838.07,27913.2,high,Legendary,A,Low,0.66,1262,ratio_chain,https://gpovalues.com/item/sickle-of-sorrow,2026-08-17T22:15:32.242572+00:00,33584,sickle of sorrow
coyote-outfit,Coyote Outfit,CO,24257.16,20618.59,27895.73,medium,Legendary,A,Low,0.52,775,ratio_chain,https://gpovalues.com/item/coyote-outfit,2026-08-17T22:15:32.242572+00:00,33584,coyote outfit
hollows-world-ender,Hollow's World Ender,HWE,25624.78,23062.3,28187.25,high,Collectable,A,Stable,1.05,1105,ratio_chain,https://gpovalues.com/item/hollows-world-ender,2026-08-17T22:15:32.242572+00:00,33584,hollow's world ender
mega-pow,Mega-Pow,MP,21888.82,18605.5,25172.15,medium,Legendary,A-,Stable,1.18,656,ratio_chain,https://gpovalues.com/item/mega-pow,2026-08-17T22:15:32.242572+00:00,33584,mega-pow
kikoku,Kikoku,KIKO,23651.6,21286.45,26016.76,high,Mythical,A,Low,0.83,1353,ratio_chain,https://gpovalues.com/item/kikoku,2026-08-17T22:15:32.242572+00:00,33584,kikoku
epic-banana,Epic Banana,EB,20019.05,14013.33,26024.76,low,Epic,VERY_UNSTABLE,Low,0.52,47,ratio_chain,https://gpovalues.com/item/epic-banana,2026-08-17T22:15:32.242572+00:00,33584,epic banana
resurrected-baals-head,Resurrected Ba'al's Head,RESHEAD,21423.81,19281.43,23566.19,high,Legendary,A,Low,0.75,1186,ratio_chain,https://gpovalues.com/item/resurrected-baals-head,2026-08-17T22:15:32.242572+00:00,33584,resurrected ba'al's head
nightfall-shroud,Nightfall Shroud,NFS,19400.0,16490.0,22310.0,medium,Collectable,A,Low,0.88,679,ratio_chain,https://gpovalues.com/item/nightfall-shroud,2026-08-17T22:15:32.242572+00:00,33584,nightfall shroud
dark-blade,Dark Blade,DB,20823.81,18741.43,22906.19,high,Mythical,A,Low,0.69,2882,ratio_chain,https://gpovalues.com/item/dark-blade,2026-08-17T22:15:32.242572+00:00,33584,dark blade
hover-pod,Hover Pod,HPOD,22131.25,19918.12,24344.37,high,Epic,A,Stable,1.24,1384,ratio_chain,https://gpovalues.com/item/hover-pod,2026-08-17T22:15:32.242572+00:00,33584,hover pod
dark-skeletal-shark-mask,Dark Skeletal Shark Mask,DSSM,14714.28,12507.15,16921.43,medium,Legendary,A,Stable,1.15,344,ratio_chain,https://gpovalues.com/item/dark-skeletal-shark-mask,2026-08-17T22:15:32.242572+00:00,33584,dark skeletal shark mask
pika,Pika,PIKA,10188.47,9169.61,11207.3,high,Legendary,B+,Low,0.43,3701,ratio_chain,https://gpovalues.com/item/pika,2026-08-17T22:15:32.242572+00:00,33584,pika
mythical-fruit-chest,Mythical Fruit Chest,MC,11500.0,10350.0,12650.0,high,Mythical,A,Stable,1.05,11675,ratio_chain,https://gpovalues.com/item/mythical-fruit-chest,2026-08-17T22:15:32.242572+00:00,33584,mythical fruit chest
gura,Gura,GURA,6718.2,5710.47,7725.93,medium,Legendary,B+,Low,0.37,403,ratio_chain,https://gpovalues.com/item/gura,2026-08-17T22:15:32.242572+00:00,33584,gura
magu,Magu,MAGU,6071.43,5464.28,6678.57,high,Legendary,B+,Low,0.44,1298,ratio_chain,https://gpovalues.com/item/magu,2026-08-17T22:15:32.242572+00:00,33584,magu
legendary-fish-bait,Legendary Fish Bait,LFB,8114.78,7303.29,8926.25,high,Rare,,High,2.19,1874,ratio_chain,https://gpovalues.com/item/legendary-fish-bait,2026-08-17T22:15:32.242572+00:00,33584,legendary fish bait
buddha,Buddha,BUDDHA,5120.71,4608.64,5632.79,high,Mythical,B+,Low,0.26,1104,ratio_chain,https://gpovalues.com/item/buddha,2026-08-17T22:15:32.242572+00:00,33584,buddha
soul-kings-guitar,Soul King's Guitar,SKG,5210.69,4429.08,5992.29,medium,Legendary,A-,Low,0.72,850,ratio_chain,https://gpovalues.com/item/soul-kings-guitar,2026-08-17T22:15:32.242572+00:00,33584,soul king's guitar
elos-sledgehammer,Elo's Sledgehammer,ES,5714.29,4857.14,6571.43,medium,Legendary,A-,Stable,1.01,337,ratio_chain,https://gpovalues.com/item/elos-sledgehammer,2026-08-17T22:15:32.242572+00:00,33584,elo's sledgehammer
endbringer-armor,Endbringer Armor,EA,4521.75,3617.4,5426.1,low,Legendary,B,Low,0.9,150,ratio_chain,https://gpovalues.com/item/endbringer-armor,2026-08-17T22:15:32.242572+00:00,33584,endbringer armor
true-baals-guard,True Ba'al's Guard,TBG,3643.22,3096.74,4189.7,medium,Legendary,B+,Low,0.46,275,ratio_chain,https://gpovalues.com/item/true-baals-guard,2026-08-17T22:15:32.242572+00:00,33584,true ba'al's guard
tori,Tori,TORI,4534.74,4081.27,4988.22,high,Mythical,A-,Low,0.59,1411,ratio_chain,https://gpovalues.com/item/tori,2026-08-17T22:15:32.242572+00:00,33584,tori
snoozy-neko,Snoozy Neko,SN,4189.28,3560.89,4817.67,medium,Mythical,A-,Low,0.17,498,ratio_chain,https://gpovalues.com/item/snoozy-neko,2026-08-17T22:15:32.242572+00:00,33584,snoozy neko
cupid-queens-wings,Cupid Queen's Wings,QWINGS,4420.29,3757.26,5083.35,medium,,A-,Low,0.51,312,ratio_chain,https://gpovalues.com/item/cupid-queens-wings,2026-08-17T22:15:32.242572+00:00,33584,cupid queen's wings
pteranodon,Pteranodon,PTERO,4420.29,3978.28,4862.33,high,Mythical,A-,Low,0.59,1152,ratio_chain,https://gpovalues.com/item/pteranodon,2026-08-17T22:15:32.242572+00:00,33584,pteranodon
ope,Ope,OPE,2965.27,2668.74,3261.8,high,Mythical,B+,Low,0.11,1438,ratio_chain,https://gpovalues.com/item/ope,2026-08-17T22:15:32.242572+00:00,33584,ope
mera-mera,Mera Mera,MERA,2428.57,2064.28,2792.85,medium,Legendary,B-,Low,0.26,613,ratio_chain,https://gpovalues.com/item/mera-mera,2026-08-17T22:15:32.242572+00:00,33584,mera mera
nightfall-half-shroud,Nightfall Half Shroud,NFHS,2857.14,2285.71,3428.57,low,Collectable,A-,Low,0.31,106,ratio_chain,https://gpovalues.com/item/nightfall-half-shroud,2026-08-17T22:15:32.242572+00:00,33584,nightfall half shroud
rogers-ace,Roger's Ace,ACE,2371.38,2015.67,2727.08,medium,Mythical,B+,Low,0.54,851,ratio_chain,https://gpovalues.com/item/rogers-ace,2026-08-17T22:15:32.242572+00:00,33584,roger's ace
suna,Suna,SUNA,2428.57,2064.28,2792.85,medium,Legendary,B+,Low,0.2,364,ratio_chain,https://gpovalues.com/item/suna,2026-08-17T22:15:32.242572+00:00,33584,suna
big-mama,Big Mama,BM,2942.85,2501.43,3384.28,medium,Mythical,,Stable,1.42,509,ratio_chain,https://gpovalues.com/item/big-mama,2026-08-17T22:15:32.242572+00:00,33584,big mama
ito,Ito,ITO,2942.85,2501.43,3384.28,medium,Legendary,B+,Stable,1.23,433,ratio_chain,https://gpovalues.com/item/ito,2026-08-17T22:15:32.242572+00:00,33584,ito
bat-swarm,Bat Swarm,BS,3285.71,2792.86,3778.57,medium,Legendary,B+,High,2.33,356,ratio_chain,https://gpovalues.com/item/bat-swarm,2026-08-17T22:15:32.242572+00:00,33584,bat swarm
zushi,Zushi,ZUSHI,2196.73,1867.22,2526.24,medium,Legendary,B,Stable,0.98,404,ratio_chain,https://gpovalues.com/item/zushi,2026-08-17T22:15:32.242572+00:00,33584,zushi
legendary-fruit-chest,Legendary Fruit Chest,LC,1511.42,1360.28,1662.58,high,Legendary,B+,Low,0.65,5624,ratio_chain,https://gpovalues.com/item/legendary-fruit-chest,2026-08-17T22:15:32.242572+00:00,33584,legendary fruit chest
katakuri,Katakuri,KATAKURI,1142.86,971.43,1314.29,medium,Mythical,,Stable,0.93,317,ratio_chain,https://gpovalues.com/item/katakuri,2026-08-17T22:15:32.242572+00:00,33584,katakuri
kraken-blade,Kraken Blade,KB,714.29,571.43,857.14,low,Collectable,,High,1.64,95,ratio_chain,https://gpovalues.com/item/kraken-blade,2026-08-17T22:15:32.242572+00:00,33584,kraken blade
spare-fruit-bag,Spare Fruit Bag,SFB,657.15,558.57,755.72,medium,Rare,,Low,0.58,383,ratio_chain,https://gpovalues.com/item/spare-fruit-bag,2026-08-17T22:15:32.242572+00:00,33584,spare fruit bag
rare-fruit-chest,Rare Fruit Chest,RFC,175.03,140.02,210.04,low,Rare,,Low,0.33,89,ratio_chain,https://gpovalues.com/item/rare-fruit-chest,2026-08-17T22:15:32.242572+00:00,33584,rare fruit chest
special-tailor-token,Special Tailor Token,STT,831.28,581.9,1080.68,high,Collectable,,Low,0.51,1775,1to1_alignment,https://gpovalues.com/item/special-tailor-token,2026-08-17T22:15:32.242572+00:00,33584,special tailor token
sp-reset-essence,SP Reset Essence,SPR,142.86,114.29,171.43,low,Common,F,Stable,1.42,75,ratio_chain,https://gpovalues.com/item/sp-reset-essence,2026-08-17T22:15:32.242572+00:00,33584,sp reset essence
fish-bait,Fish Bait,FB,36.58,31.08,42.06,medium,,,High,3.08,428,ratio_chain,https://gpovalues.com/item/fish-bait,2026-08-17T22:15:32.242572+00:00,33584,fish bait
bounty-per-unit,Bounty (per unit),BOUNTY,0.10847442632211536,0.05423721316105768,0.16271163948317305,high,,,,,734,,https://gpovalues.com/item/bounty-per-unit,2026-08-17T22:15:32.242572+00:00,33584,bounty (per unit)
