slug,name,shortcut,value,ci_low,ci_high,confidence,rarity,tier,demand,demand_ratio,trade_count,derivation,share_url,generated_at,n_trades_used,join_key
dominus-ultimus,Dominus Ultimus,DU,317519.23,254015.38,381023.07,low,Collectable,S,Low,0.46,168,ratio_chain,https://gpovalues.com/item/dominus-ultimus,2026-08-18T22:15:30.145546+00:00,30382,dominus ultimus
all-seeing-shamrock,All Seeing Shamrock,SASE,255919.8,230327.83,281511.78,high,Mythical,S,Stable,1.39,1199,ratio_chain,https://gpovalues.com/item/all-seeing-shamrock,2026-08-18T22:15:30.145546+00:00,30382,all seeing shamrock
prestige-firework-rocket-launcher,Prestige Firework Rocket Launcher,PFRL,229121.56,183297.25,274945.87,low,Collectable,S,Low,0.84,116,ratio_chain,https://gpovalues.com/item/prestige-firework-rocket-launcher,2026-08-18T22:15:30.145546+00:00,30382,prestige firework rocket launcher
jesters-outfit,Jester's Outfit,JFIT,188495.12,169645.6,207344.63,high,Collectable,S,Low,0.48,1051,ratio_chain,https://gpovalues.com/item/jesters-outfit,2026-08-18T22:15:30.145546+00:00,30382,jester's outfit
blackvalk,Blackvalk,BLV,195733.19,156586.55,234879.83,low,Legendary,VERY_UNSTABLE,Low,0.65,112,ratio_chain,https://gpovalues.com/item/blackvalk,2026-08-18T22:15:30.145546+00:00,30382,blackvalk
titan-shifters-aura,Titan Shifter's Aura,TSA,181221.26,154038.07,208404.45,medium,,,High,1.56,782,ratio_chain,https://gpovalues.com/item/titan-shifters-aura,2026-08-18T22:15:30.145546+00:00,30382,titan shifter's aura
blessed-exalted-cupid-queens-wings,Blessed Exalted Cupid Queen's Wings,BWINGS,127271.47,108180.75,146362.19,medium,Collectable,S,Stable,0.99,309,ratio_chain,https://gpovalues.com/item/blessed-exalted-cupid-queens-wings,2026-08-18T22:15:30.145546+00:00,30382,blessed exalted cupid queen's wings
all-seeing-egg,All Seeing Egg,BLOASE,115506.46,98180.49,132832.42,medium,Mythical,S,Stable,1.24,956,ratio_chain,https://gpovalues.com/item/all-seeing-egg,2026-08-18T22:15:30.145546+00:00,30382,all seeing egg
all-seeing-baal,All Seeing Ba'al,BASE,107834.67,97051.2,118618.14,high,Mythical,S,Stable,1.2,1647,ratio_chain,https://gpovalues.com/item/all-seeing-baal,2026-08-18T22:15:30.145546+00:00,30382,all seeing ba'al
leos-inferno-hagoromo,Leo's Inferno Hagoromo,LIH,99827.87,89845.08,109810.65,high,Collectable,S,Stable,0.93,1178,ratio_chain,https://gpovalues.com/item/leos-inferno-hagoromo,2026-08-18T22:15:30.145546+00:00,30382,leo's inferno hagoromo
all-seeing-holly,All Seeing Holly,HASE,95836.63,86252.97,105420.29,high,Mythical,S,Low,0.7,1710,ratio_chain,https://gpovalues.com/item/all-seeing-holly,2026-08-18T22:15:30.145546+00:00,30382,all seeing holly
yukio-the-bunny,Yukio The Bunny,YB,82005.05,69704.31,94305.82,medium,Legendary,S,Low,0.34,697,ratio_chain,https://gpovalues.com/item/yukio-the-bunny,2026-08-18T22:15:30.145546+00:00,30382,yukio the bunny
cupids-all-seeing-eye,Cupid's All Seeing Eye,CQASE,79686.89,71718.21,87655.58,high,Mythical,S,Low,0.62,2010,ratio_chain,https://gpovalues.com/item/cupids-all-seeing-eye,2026-08-18T22:15:30.145546+00:00,30382,cupid's all seeing eye
soul-kings-scarf,Soul King's Scarf,SKS,91077.37,77415.76,104738.97,medium,Collectable,A+,Stable,1.3,753,ratio_chain,https://gpovalues.com/item/soul-kings-scarf,2026-08-18T22:15:30.145546+00:00,30382,soul king's scarf
all-seeing-eye,All Seeing Eye,ASE,80295.5,72265.96,88325.07,high,Mythical,A+,High,2.99,2855,ratio_chain,https://gpovalues.com/item/all-seeing-eye,2026-08-18T22:15:30.145546+00:00,30382,all seeing eye
bunyo-the-bunny,Bunyo The Bunny,BB,52572.29,44686.45,60458.14,medium,Legendary,A+,Low,0.38,633,ratio_chain,https://gpovalues.com/item/bunyo-the-bunny,2026-08-18T22:15:30.145546+00:00,30382,bunyo the bunny
world-ender,World Ender,WE,54462.67,49016.4,59908.94,high,Legendary,A+,High,1.65,1123,ratio_chain,https://gpovalues.com/item/world-ender,2026-08-18T22:15:30.145546+00:00,30382,world ender
flower-bouquet,Flower Bouquet,FB,48604.87,41314.14,55895.6,medium,Legendary,A+,Low,0.63,574,ratio_chain,https://gpovalues.com/item/flower-bouquet,2026-08-18T22:15:30.145546+00:00,30382,flower bouquet
snowcap-scepter,Snowcap Scepter,SCEP,50000.0,40000.0,60000.0,low,Legendary,A+,Low,0.32,144,ratio_chain,https://gpovalues.com/item/snowcap-scepter,2026-08-18T22:15:30.145546+00:00,30382,snowcap scepter
big-mama,Big Mama,BM,46724.31,39715.67,53732.96,medium,Mythical,,High,1.67,480,ratio_chain,https://gpovalues.com/item/big-mama,2026-08-18T22:15:30.145546+00:00,30382,big mama
soul-cleaver,Soul Cleaver,NAPO,43443.41,36926.9,49959.92,medium,Mythical,A+,Stable,0.97,834,ratio_chain,https://gpovalues.com/item/soul-cleaver,2026-08-18T22:15:30.145546+00:00,30382,soul cleaver
blessed-cupid-queens-scarf,Blessed Cupid Queen's Scarf,BSCARF,41129.05,32903.24,49354.86,low,Collectable,A+,Low,0.54,54,ratio_chain,https://gpovalues.com/item/blessed-cupid-queens-scarf,2026-08-18T22:15:30.145546+00:00,30382,blessed cupid queen's scarf
dragon,Dragon,DRAGON,37618.01,33856.21,41379.81,high,Mythical,A+,Low,0.81,2094,ratio_chain,https://gpovalues.com/item/dragon,2026-08-18T22:15:30.145546+00:00,30382,dragon
mega-pow,Mega-Pow,MP,38149.35,32426.95,43871.75,medium,Legendary,A-,Stable,1.08,575,ratio_chain,https://gpovalues.com/item/mega-pow,2026-08-18T22:15:30.145546+00:00,30382,mega-pow
devil-fruit-rod,Devil Fruit Rod,DFR,26088.97,23480.08,28697.87,high,Mythical,A,Low,0.49,1855,ratio_chain,https://gpovalues.com/item/devil-fruit-rod,2026-08-18T22:15:30.145546+00:00,30382,devil fruit rod
toji-event-item,Toji (event item),TOJI,28899.94,24564.95,33234.92,medium,Legendary,,Low,0.66,657,ratio_chain,https://gpovalues.com/item/toji-event-item,2026-08-18T22:15:30.145546+00:00,30382,toji (event item)
nightfall-shroud,Nightfall Shroud,NFS,22714.49,19307.31,26121.66,medium,Collectable,A,Low,0.66,662,ratio_chain,https://gpovalues.com/item/nightfall-shroud,2026-08-18T22:15:30.145546+00:00,30382,nightfall shroud
blessed-exalted-cupid-queen-outfit,Blessed Exalted Cupid Queen Outfit,BQFIT,26727.21,21381.77,32072.65,low,,A-,Stable,1.07,58,ratio_chain,https://gpovalues.com/item/blessed-exalted-cupid-queen-outfit,2026-08-18T22:15:30.145546+00:00,30382,blessed exalted cupid queen outfit
hollows-world-ender,Hollow's World Ender,HWE,25697.94,23128.16,28267.74,high,Collectable,A,Stable,1.1,1081,ratio_chain,https://gpovalues.com/item/hollows-world-ender,2026-08-18T22:15:30.145546+00:00,30382,hollow's world ender
sickle-of-sorrow,Sickle of Sorrow,SOS,22760.47,20484.42,25036.52,high,Legendary,A,Low,0.62,1077,ratio_chain,https://gpovalues.com/item/sickle-of-sorrow,2026-08-18T22:15:30.145546+00:00,30382,sickle of sorrow
venom,Venom,VENOM,18939.63,17045.66,20833.59,high,Mythical,A-,Low,0.87,1182,ratio_chain,https://gpovalues.com/item/venom,2026-08-18T22:15:30.145546+00:00,30382,venom
time-rift-capsule,Time-Rift Capsule,TRC,20884.75,17752.03,24017.45,medium,Epic,A,Low,0.12,610,ratio_chain,https://gpovalues.com/item/time-rift-capsule,2026-08-18T22:15:30.145546+00:00,30382,time-rift capsule
dark-blade,Dark Blade,DB,19767.68,17790.91,21744.45,high,Mythical,A,Low,0.63,2519,ratio_chain,https://gpovalues.com/item/dark-blade,2026-08-18T22:15:30.145546+00:00,30382,dark blade
coyote-outfit,Coyote Outfit,CO,19767.68,16802.53,22732.84,medium,Legendary,A,Low,0.69,627,ratio_chain,https://gpovalues.com/item/coyote-outfit,2026-08-18T22:15:30.145546+00:00,30382,coyote outfit
hover-pod,Hover Pod,HPOD,20847.71,18762.94,22932.48,high,Epic,A,Stable,0.98,1324,ratio_chain,https://gpovalues.com/item/hover-pod,2026-08-18T22:15:30.145546+00:00,30382,hover pod
kikoku,Kikoku,KIKO,21127.71,19014.94,23240.48,high,Mythical,A,Low,0.88,1189,ratio_chain,https://gpovalues.com/item/kikoku,2026-08-18T22:15:30.145546+00:00,30382,kikoku
resurrected-baals-head,Resurrected Ba'al's Head,RESHEAD,21127.71,19014.94,23240.48,high,Legendary,A,Low,0.71,1106,ratio_chain,https://gpovalues.com/item/resurrected-baals-head,2026-08-18T22:15:30.145546+00:00,30382,resurrected ba'al's head
mochi,Mochi,MOCHI,15178.57,13660.72,16696.43,high,Mythical,A-,Stable,1.04,1722,ratio_chain,https://gpovalues.com/item/mochi,2026-08-18T22:15:30.145546+00:00,30382,mochi
dark-skeletal-shark-mask,Dark Skeletal Shark Mask,DSSM,14714.28,12507.15,16921.43,medium,Legendary,A,Stable,1.12,325,ratio_chain,https://gpovalues.com/item/dark-skeletal-shark-mask,2026-08-18T22:15:30.145546+00:00,30382,dark skeletal shark mask
head-of-baal,Head of Ba'al,HB,12188.0,10359.8,14016.2,medium,Legendary,A-,Stable,1.06,296,ratio_chain,https://gpovalues.com/item/head-of-baal,2026-08-18T22:15:30.145546+00:00,30382,head of ba'al
mythical-fruit-chest,Mythical Fruit Chest,MC,11500.0,10350.0,12650.0,high,Mythical,A,Stable,1.07,10353,ratio_chain,https://gpovalues.com/item/mythical-fruit-chest,2026-08-18T22:15:30.145546+00:00,30382,mythical fruit chest
soul,Soul,SOUL,8092.66,7283.4,8901.93,high,Mythical,A-,Stable,0.94,1496,ratio_chain,https://gpovalues.com/item/soul,2026-08-18T22:15:30.145546+00:00,30382,soul
nightfall-half-shroud,Nightfall Half Shroud,NFHS,5714.71,4571.77,6857.66,low,Collectable,A-,Low,0.67,155,ratio_chain,https://gpovalues.com/item/nightfall-half-shroud,2026-08-18T22:15:30.145546+00:00,30382,nightfall half shroud
leprechaun-event-item,Leprechaun (event item),LEPRECHAUN,5714.29,4000.0,7428.57,low,Mythical,,High,2.5,21,ratio_chain,https://gpovalues.com/item/leprechaun-event-item,2026-08-18T22:15:30.145546+00:00,30382,leprechaun (event item)
elos-sledgehammer,Elo's Sledgehammer,ES,5542.86,4711.43,6374.29,medium,Legendary,A-,Low,0.85,314,ratio_chain,https://gpovalues.com/item/elos-sledgehammer,2026-08-18T22:15:30.145546+00:00,30382,elo's sledgehammer
soul-kings-guitar,Soul King's Guitar,SKG,4967.65,4222.5,5712.8,medium,Legendary,A-,Low,0.88,801,ratio_chain,https://gpovalues.com/item/soul-kings-guitar,2026-08-18T22:15:30.145546+00:00,30382,soul king's guitar
pika,Pika,PIKA,5014.77,4513.29,5516.25,high,Legendary,B+,Low,0.52,3191,ratio_chain,https://gpovalues.com/item/pika,2026-08-18T22:15:30.145546+00:00,30382,pika
flamingo-boat,Flamingo Boat,FB,5147.3,4375.21,5919.4,medium,Rare,A,Low,0.61,509,ratio_chain,https://gpovalues.com/item/flamingo-boat,2026-08-18T22:15:30.145546+00:00,30382,flamingo boat
cupid-queens-wings,Cupid Queen's Wings,QWINGS,5093.55,4329.52,5857.58,medium,,A-,Low,0.69,321,ratio_chain,https://gpovalues.com/item/cupid-queens-wings,2026-08-18T22:15:30.145546+00:00,30382,cupid queen's wings
endbringer-armor,Endbringer Armor,EA,4704.55,3763.64,5645.46,low,Legendary,B,Low,0.72,146,ratio_chain,https://gpovalues.com/item/endbringer-armor,2026-08-18T22:15:30.145546+00:00,30382,endbringer armor
magu,Magu,MAGU,3794.65,3415.18,4174.1,high,Legendary,B+,Low,0.38,1100,ratio_chain,https://gpovalues.com/item/magu,2026-08-18T22:15:30.145546+00:00,30382,magu
buddha,Buddha,BUDDHA,3643.22,3096.74,4189.7,medium,Mythical,B+,Low,0.26,918,ratio_chain,https://gpovalues.com/item/buddha,2026-08-18T22:15:30.145546+00:00,30382,buddha
tori,Tori,TORI,3982.12,3583.91,4380.34,high,Mythical,A-,Low,0.79,1218,ratio_chain,https://gpovalues.com/item/tori,2026-08-18T22:15:30.145546+00:00,30382,tori
pteranodon,Pteranodon,PTERO,4256.82,3831.13,4682.5,high,Mythical,A-,Low,0.76,1106,ratio_chain,https://gpovalues.com/item/pteranodon,2026-08-18T22:15:30.145546+00:00,30382,pteranodon
snoozy-neko,Snoozy Neko,SN,4189.28,3560.89,4817.67,medium,Mythical,A-,Low,0.19,488,ratio_chain,https://gpovalues.com/item/snoozy-neko,2026-08-18T22:15:30.145546+00:00,30382,snoozy neko
hollows-fang,Hollow's Fang,HFANG,3861.54,3089.23,4633.85,low,Legendary,B+,High,1.55,196,ratio_chain,https://gpovalues.com/item/hollows-fang,2026-08-18T22:15:30.145546+00:00,30382,hollow's fang
hie,Hie,HIE,3571.43,3035.71,4107.14,medium,Legendary,B,Stable,1.06,502,ratio_chain,https://gpovalues.com/item/hie,2026-08-18T22:15:30.145546+00:00,30382,hie
rogers-ace,Roger's Ace,ACE,2521.75,2143.49,2900.02,medium,Mythical,B+,Low,0.47,734,ratio_chain,https://gpovalues.com/item/rogers-ace,2026-08-18T22:15:30.145546+00:00,30382,roger's ace
ope,Ope,OPE,3399.95,3059.95,3739.95,high,Mythical,B+,Low,0.14,1207,ratio_chain,https://gpovalues.com/item/ope,2026-08-18T22:15:30.145546+00:00,30382,ope
goro,Goro,GORO,2942.85,2501.43,3384.28,medium,Legendary,B+,Stable,1.23,536,ratio_chain,https://gpovalues.com/item/goro,2026-08-18T22:15:30.145546+00:00,30382,goro
bat-swarm,Bat Swarm,BS,3085.71,2622.86,3548.57,medium,Legendary,B+,High,1.83,362,ratio_chain,https://gpovalues.com/item/bat-swarm,2026-08-18T22:15:30.145546+00:00,30382,bat swarm
ito,Ito,ITO,2857.14,2428.57,3285.71,medium,Legendary,B+,Stable,0.94,382,ratio_chain,https://gpovalues.com/item/ito,2026-08-18T22:15:30.145546+00:00,30382,ito
true-baals-guard,True Ba'al's Guard,TBG,2428.57,2064.28,2792.85,medium,Legendary,B+,Low,0.41,311,ratio_chain,https://gpovalues.com/item/true-baals-guard,2026-08-18T22:15:30.145546+00:00,30382,true ba'al's guard
yami,Yami,YAMI,1595.53,1356.21,1834.87,medium,Legendary,B-,Low,0.35,340,ratio_chain,https://gpovalues.com/item/yami,2026-08-18T22:15:30.145546+00:00,30382,yami
zushi,Zushi,ZUSHI,1732.14,1472.32,1991.96,medium,Legendary,B,Low,0.85,327,ratio_chain,https://gpovalues.com/item/zushi,2026-08-18T22:15:30.145546+00:00,30382,zushi
legendary-fruit-chest,Legendary Fruit Chest,LC,1314.28,1182.85,1445.72,high,Legendary,B+,Low,0.59,4826,ratio_chain,https://gpovalues.com/item/legendary-fruit-chest,2026-08-18T22:15:30.145546+00:00,30382,legendary fruit chest
mera-mera,Mera Mera,MERA,1165.48,990.66,1340.31,medium,Legendary,B-,Low,0.3,512,ratio_chain,https://gpovalues.com/item/mera-mera,2026-08-18T22:15:30.145546+00:00,30382,mera mera
katakuri,Katakuri,KATAKURI,1177.15,1000.57,1353.72,medium,Mythical,,Stable,1.35,322,ratio_chain,https://gpovalues.com/item/katakuri,2026-08-18T22:15:30.145546+00:00,30382,katakuri
gura,Gura,GURA,772.59,656.7,888.48,medium,Legendary,B+,Low,0.38,367,ratio_chain,https://gpovalues.com/item/gura,2026-08-18T22:15:30.145546+00:00,30382,gura
kraken-blade,Kraken Blade,KB,714.29,571.43,857.14,low,Collectable,,High,2.24,136,ratio_chain,https://gpovalues.com/item/kraken-blade,2026-08-18T22:15:30.145546+00:00,30382,kraken blade
spare-fruit-bag,Spare Fruit Bag,SFB,692.86,588.93,796.79,medium,Rare,,Low,0.76,381,ratio_chain,https://gpovalues.com/item/spare-fruit-bag,2026-08-18T22:15:30.145546+00:00,30382,spare fruit bag
rare-fruit-chest,Rare Fruit Chest,RFC,154.37,123.5,185.25,low,Rare,,Low,0.25,81,ratio_chain,https://gpovalues.com/item/rare-fruit-chest,2026-08-18T22:15:30.145546+00:00,30382,rare fruit chest
special-tailor-token,Special Tailor Token,STT,667.85,467.5,868.22,high,Collectable,,Low,0.41,1580,1to1_alignment,https://gpovalues.com/item/special-tailor-token,2026-08-18T22:15:30.145546+00:00,30382,special tailor token
sp-reset-essence,SP Reset Essence,SPR,111.08,88.86,133.3,low,Common,F,High,1.52,63,ratio_chain,https://gpovalues.com/item/sp-reset-essence,2026-08-18T22:15:30.145546+00:00,30382,sp reset essence
legendary-fish-bait,Legendary Fish Bait,LFB,105.77,95.19,116.33,high,Rare,,Stable,1.48,1441,ratio_chain,https://gpovalues.com/item/legendary-fish-bait,2026-08-18T22:15:30.145546+00:00,30382,legendary fish bait
fish-bait,Fish Bait,FB,21.32,18.12,24.53,medium,,,High,2.17,298,ratio_chain,https://gpovalues.com/item/fish-bait,2026-08-18T22:15:30.145546+00:00,30382,fish bait
bounty-per-unit,Bounty (per unit),BOUNTY,0.04,0.02,0.06,high,,,,,653,,https://gpovalues.com/item/bounty-per-unit,2026-08-18T22:15:30.145546+00:00,30382,bounty (per unit)
