slug,name,shortcut,value,ci_low,ci_high,confidence,rarity,tier,demand,demand_ratio,trade_count,derivation,share_url,image_url,generated_at,n_trades_used,join_key
all-seeing-blossom,All Seeing Blossom,BLASE,100726.71,90654.04,110799.38,high,Mythical,NEW,Stable,0.96,10614,ratio_chain,https://gpovalues.com/item/all-seeing-blossom,https://gpovalues.com/images/All%20Seeing%20Blossom.webp?v=e8056638,2026-09-17T05:28:58.678093+00:00,164519,all seeing blossom
all-seeing-baal,All Seeing Ba'al,BASE,84907.97,76417.18,93398.78,high,Mythical,S,Low,0.39,6655,ratio_chain,https://gpovalues.com/item/all-seeing-baal,https://gpovalues.com/images/All%20Seeing%20Ba%27al.webp?v=23cb797f,2026-09-17T05:28:58.678093+00:00,164519,all seeing ba'al
all-seeing-holly,All Seeing Holly,HASE,78846.41,70961.77,86731.07,high,Mythical,S,Low,0.42,6341,ratio_chain,https://gpovalues.com/item/all-seeing-holly,https://gpovalues.com/images/All%20Seeing%20Holly.webp?v=7c34b07d,2026-09-17T05:28:58.678093+00:00,164519,all seeing holly
cupids-all-seeing-eye,Cupid's All Seeing Eye,CQASE,82761.94,74485.75,91038.14,high,Mythical,S,Low,0.72,4599,ratio_chain,https://gpovalues.com/item/cupids-all-seeing-eye,https://gpovalues.com/images/Cupid%27s%20All%20Seeing%20Eye.webp?v=fb3c6e1c,2026-09-17T05:28:58.678093+00:00,164519,cupid's all seeing eye
soul-kings-scarf,Soul King's Scarf,SKS,81051.16,72946.04,89156.29,high,Collectable,A+,Stable,1.25,3700,ratio_chain,https://gpovalues.com/item/soul-kings-scarf,https://gpovalues.com/images/Soul%20King%27s%20Scarf.webp?v=2b4417b2,2026-09-17T05:28:58.678093+00:00,164519,soul king's scarf
yukio-the-bunny,Yukio The Bunny,YB,70248.81,63223.92,77273.69,high,Legendary,S,Low,0.68,2369,ratio_chain,https://gpovalues.com/item/yukio-the-bunny,https://gpovalues.com/images/Yukio%20The%20Bunny.webp?v=c50a3644,2026-09-17T05:28:58.678093+00:00,164519,yukio the bunny
all-seeing-eye,All Seeing Eye,ASE,73761.29,66385.16,81137.42,high,Mythical,A+,High,4.18,16406,ratio_chain,https://gpovalues.com/item/all-seeing-eye,https://gpovalues.com/images/All%20Seeing%20Eye.webp?v=a2c488c2,2026-09-17T05:28:58.678093+00:00,164519,all seeing eye
bunyo-the-bunny,Bunyo The Bunny,BB,51866.01,46679.41,57052.61,high,Legendary,A+,Stable,1.0,2711,ratio_chain,https://gpovalues.com/item/bunyo-the-bunny,,2026-09-17T05:28:58.678093+00:00,164519,bunyo the bunny
flower-bouquet,Flower Bouquet,FB,49277.71,44349.94,54205.47,high,Legendary,A+,Low,0.88,2245,ratio_chain,https://gpovalues.com/item/flower-bouquet,https://gpovalues.com/images/Flower%20Bouquet.webp?v=72561b7b,2026-09-17T05:28:58.678093+00:00,164519,flower bouquet
world-ender,World Ender,WE,50231.77,45208.6,55254.95,high,Legendary,A+,Stable,1.38,6219,ratio_chain,https://gpovalues.com/item/world-ender,https://gpovalues.com/images/World%20Ender.webp?v=5e239cea,2026-09-17T05:28:58.678093+00:00,164519,world ender
troll-face,Troll Face,TF,45029.02,38274.67,51783.37,medium,Epic,VERY_UNSTABLE,Low,0.5,546,ratio_chain,https://gpovalues.com/item/troll-face,https://gpovalues.com/images/Troll%20Face.webp?v=adffb916,2026-09-17T05:28:58.678093+00:00,164519,troll face
snowcap-scepter,Snowcap Scepter,SCEP,31243.4,26556.88,35929.91,medium,Legendary,A+,Low,0.82,496,ratio_chain,https://gpovalues.com/item/snowcap-scepter,https://gpovalues.com/images/Snowcap%20Scepter.webp?v=f1aa6c75,2026-09-17T05:28:58.678093+00:00,164519,snowcap scepter
blessed-cupid-queens-scarf,Blessed Cupid Queen's Scarf,BSCARF,37817.72,32145.06,43490.38,medium,Collectable,A+,Low,0.75,381,ratio_chain,https://gpovalues.com/item/blessed-cupid-queens-scarf,https://gpovalues.com/images/Blessed%20Cupid%20Queen%27s%20Scarf.webp?v=f6f5682f,2026-09-17T05:28:58.678093+00:00,164519,blessed cupid queen's scarf
soul-cleaver,Soul Cleaver,NAPO,37023.48,33321.14,40725.83,high,Mythical,A+,Stable,0.94,4004,ratio_chain,https://gpovalues.com/item/soul-cleaver,https://gpovalues.com/images/Soul%20Cleaver.webp?v=ad8b4592,2026-09-17T05:28:58.678093+00:00,164519,soul cleaver
dragon,Dragon,DRAGON,37607.06,33846.35,41367.76,high,Mythical,A+,High,1.95,10164,ratio_chain,https://gpovalues.com/item/dragon,https://gpovalues.com/images/Dragon.webp?v=7a530f80,2026-09-17T05:28:58.678093+00:00,164519,dragon
inverted-spear-of-heaven,Inverted Spear Of Heaven,ISOH,28219.15,23986.28,32452.02,medium,Legendary,A+,Low,0.53,909,ratio_chain,https://gpovalues.com/item/inverted-spear-of-heaven,https://gpovalues.com/images/Inverted%20Spear%20Of%20Heaven.webp?v=cb85bf4a,2026-09-17T05:28:58.678093+00:00,164519,inverted spear of heaven
toji-event-item,Toji (event item),TOJI,28279.04,25451.14,31106.95,high,Legendary,,Low,0.57,4016,ratio_chain,https://gpovalues.com/item/toji-event-item,https://gpovalues.com/images/Inverted%20Spear%20Of%20Heaven.webp?v=cb85bf4a,2026-09-17T05:28:58.678093+00:00,164519,toji (event item)
devil-fruit-rod,Devil Fruit Rod,DFR,29577.24,26619.51,32534.96,high,Mythical,A,Stable,1.36,12263,ratio_chain,https://gpovalues.com/item/devil-fruit-rod,https://gpovalues.com/images/Devil%20Fruit%20Rod.webp?v=4d9b3bfc,2026-09-17T05:28:58.678093+00:00,164519,devil fruit rod
blessed-cupids-bow,Blessed Cupid's Bow,BBOW,25644.28,21797.65,29490.93,medium,Collectable,A,Low,0.69,393,ratio_chain,https://gpovalues.com/item/blessed-cupids-bow,https://gpovalues.com/images/Blessed%20Cupid%27s%20Bow.webp?v=c4338cee,2026-09-17T05:28:58.678093+00:00,164519,blessed cupid's bow
hollows-world-ender,Hollow's World Ender,HWE,23765.26,21388.73,26141.78,high,Collectable,A,Low,0.39,7495,ratio_chain,https://gpovalues.com/item/hollows-world-ender,https://gpovalues.com/images/Hollow%27s%20World%20Ender.webp?v=e9b538e4,2026-09-17T05:28:58.678093+00:00,164519,hollow's world ender
blessed-exalted-cupid-queen-outfit,Blessed Exalted Cupid Queen Outfit,BQFIT,24719.7,21011.74,28427.65,medium,Collectable,A-,Low,0.67,239,ratio_chain,https://gpovalues.com/item/blessed-exalted-cupid-queen-outfit,https://gpovalues.com/images/Blessed%20Exalted%20Cupid%20Queen%20Outfit.webp?v=cc1a06fa,2026-09-17T05:28:58.678093+00:00,164519,blessed exalted cupid queen outfit
leopard,Leopard,LEO,22147.34,19932.61,24362.07,high,Mythical,NEW,Low,0.41,6954,ratio_chain,https://gpovalues.com/item/leopard,https://gpovalues.com/images/Leopard.webp?v=496a4ba2,2026-09-17T05:28:58.678093+00:00,164519,leopard
coyote-outfit,Coyote Outfit,CO,22350.78,20115.7,24585.86,high,Legendary,A,Low,0.63,1568,ratio_chain,https://gpovalues.com/item/coyote-outfit,https://gpovalues.com/images/Coyote%20Outfit.webp?v=adddb7af,2026-09-17T05:28:58.678093+00:00,164519,coyote outfit
sickle-of-sorrow,Sickle of Sorrow,SOS,20771.14,18694.03,22848.26,high,Legendary,A,Low,0.64,6456,ratio_chain,https://gpovalues.com/item/sickle-of-sorrow,https://gpovalues.com/images/Sickle%20of%20Sorrow.webp?v=25f180f1,2026-09-17T05:28:58.678093+00:00,164519,sickle of sorrow
mega-pow,Mega-Pow,MP,22194.72,19975.24,24414.19,high,Legendary,A-,High,2.45,5356,ratio_chain,https://gpovalues.com/item/mega-pow,https://gpovalues.com/images/Mega-Pow.webp?v=83a5fbaa,2026-09-17T05:28:58.678093+00:00,164519,mega-pow
dark-blade,Dark Blade,DB,20013.16,18011.85,22014.48,high,Mythical,A,Low,0.45,20403,ratio_chain,https://gpovalues.com/item/dark-blade,https://gpovalues.com/images/Dark%20Blade.webp?v=e6157f1c,2026-09-17T05:28:58.678093+00:00,164519,dark blade
thunder-club,Thunder Club,TCLUB,20839.69,18755.72,22923.65,high,Mythical,NEW,Low,0.65,6872,ratio_chain,https://gpovalues.com/item/thunder-club,https://gpovalues.com/images/Thunder%20Club.webp?v=003ec7de,2026-09-17T05:28:58.678093+00:00,164519,thunder club
epic-banana,Epic Banana,EB,17454.13,14836.01,20072.25,medium,Epic,VERY_UNSTABLE,Low,0.17,242,ratio_chain,https://gpovalues.com/item/epic-banana,https://gpovalues.com/images/Epic%20Banana.webp?v=80f94c6f,2026-09-17T05:28:58.678093+00:00,164519,epic banana
time-rift-capsule,Time-Rift Capsule,TRC,18777.84,16900.06,20655.63,high,Epic,A,Low,0.27,2359,ratio_chain,https://gpovalues.com/item/time-rift-capsule,https://gpovalues.com/images/Time-Rift%20Capsule.webp?v=b96dbc2a,2026-09-17T05:28:58.678093+00:00,164519,time-rift capsule
blessed-cupid-vanguard-outfit,Blessed Cupid Vanguard Outfit,BCVO,20941.27,16753.02,25129.53,low,Collectable,,Low,0.25,137,ratio_chain,https://gpovalues.com/item/blessed-cupid-vanguard-outfit,,2026-09-17T05:28:58.678093+00:00,164519,blessed cupid vanguard outfit
kikoku,Kikoku,KIKO,18313.41,16482.08,20144.75,high,Mythical,A,Low,0.21,12569,ratio_chain,https://gpovalues.com/item/kikoku,https://gpovalues.com/images/Kikoku.webp?v=73f13660,2026-09-17T05:28:58.678093+00:00,164519,kikoku
nightfall-shroud,Nightfall Shroud,NFS,17800.38,16020.34,19580.41,high,Collectable,A,Stable,0.96,3895,ratio_chain,https://gpovalues.com/item/nightfall-shroud,https://gpovalues.com/images/Nightfall%20Shroud.webp?v=17127eb5,2026-09-17T05:28:58.678093+00:00,164519,nightfall shroud
resurrected-baals-head,Resurrected Ba'al's Head,RESHEAD,18182.7,16364.42,20000.96,high,Legendary,A,Low,0.77,7255,ratio_chain,https://gpovalues.com/item/resurrected-baals-head,https://gpovalues.com/images/Resurrected%20Ba%27al%27s%20Head.webp?v=fc51f583,2026-09-17T05:28:58.678093+00:00,164519,resurrected ba'al's head
flower-sword,Flower Sword,FS,18247.82,14598.26,21897.39,low,Legendary,VERY_UNSTABLE,Low,0.57,187,ratio_chain,https://gpovalues.com/item/flower-sword,https://gpovalues.com/images/Flower%20Sword.webp?v=1ca2a93c,2026-09-17T05:28:58.678093+00:00,164519,flower sword
stark-guns,Stark Guns,SGUNS,15026.43,13523.79,16529.08,high,Legendary,A,Low,0.53,2883,ratio_chain,https://gpovalues.com/item/stark-guns,https://gpovalues.com/images/Stark%20Gun.webp?v=17afdacf,2026-09-17T05:28:58.678093+00:00,164519,stark guns
hopiyo-the-bunny,Hopiyo The Bunny,HB,15954.97,14359.47,17550.46,high,Legendary,,Stable,1.26,4856,ratio_chain,https://gpovalues.com/item/hopiyo-the-bunny,,2026-09-17T05:28:58.678093+00:00,164519,hopiyo the bunny
hover-pod,Hover Pod,HPOD,14036.06,12632.44,15439.66,high,Epic,A,Low,0.38,7604,ratio_chain,https://gpovalues.com/item/hover-pod,https://gpovalues.com/images/Hover%20Pod.webp?v=6eba5cde,2026-09-17T05:28:58.678093+00:00,164519,hover pod
exalted-cupid-queens-wings,Exalted Cupid Queen's Wings,EWINGS,13670.22,12303.2,15037.24,high,Legendary,A,Low,0.84,1171,ratio_chain,https://gpovalues.com/item/exalted-cupid-queens-wings,https://gpovalues.com/images/Exalted%20Cupid%20Queen%27s%20Wings.webp?v=3a1cde18,2026-09-17T05:28:58.678093+00:00,164519,exalted cupid queen's wings
inferno-rocket-blade,Inferno Rocket Blade,IRB,10868.37,9781.54,11955.22,high,Legendary,A-,Low,0.34,1261,ratio_chain,https://gpovalues.com/item/inferno-rocket-blade,https://gpovalues.com/images/Inferno%20Rocket%20Blade.webp?v=ec036ae9,2026-09-17T05:28:58.678093+00:00,164519,inferno rocket blade
mochi,Mochi,MOCHI,10353.97,9318.57,11389.37,high,Mythical,A-,Stable,1.05,9001,ratio_chain,https://gpovalues.com/item/mochi,https://gpovalues.com/images/Mochi%20Mochi%20no%20Mi%20%28Mochi-Mochi%20Fruit%29.webp?v=d3ed57ed,2026-09-17T05:28:58.678093+00:00,164519,mochi
soul,Soul,SOUL,10020.91,9018.81,11022.99,high,Mythical,A-,Low,0.77,6367,ratio_chain,https://gpovalues.com/item/soul,https://gpovalues.com/images/Soul.webp?v=048be688,2026-09-17T05:28:58.678093+00:00,164519,soul
paw,Paw,PAW,8702.17,7396.84,10007.5,medium,Legendary,B-,Low,0.21,961,ratio_chain,https://gpovalues.com/item/paw,https://gpovalues.com/images/Nikyu%20Nikyu%20no%20Mi%20%28Paw-Paw%20Fruit%29.webp?v=8cb20ba4,2026-09-17T05:28:58.678093+00:00,164519,paw
head-of-baal,Head of Ba'al,HB,10080.36,9072.33,11088.4,high,Legendary,A-,Stable,0.96,1096,ratio_chain,https://gpovalues.com/item/head-of-baal,https://gpovalues.com/images/Head%20of%20Ba%27al.webp?v=66312c64,2026-09-17T05:28:58.678093+00:00,164519,head of ba'al
mythical-fruit-chest,Mythical Fruit Chest,MC,12420.0,11178.0,13662.0,high,Mythical,A,High,1.53,39412,ratio_chain,https://gpovalues.com/item/mythical-fruit-chest,https://gpovalues.com/images/Mythical%20Fruit%20Chest.webp?v=24999bcf,2026-09-17T05:28:58.678093+00:00,164519,mythical fruit chest
venom,Venom,VENOM,10279.44,9251.5,11307.39,high,Mythical,A-,Stable,1.29,7496,ratio_chain,https://gpovalues.com/item/venom,https://gpovalues.com/images/Doku%20Doku%20No%20Mi%20%28Poison%20Poison%20Fruit%29.webp?v=21adca3c,2026-09-17T05:28:58.678093+00:00,164519,venom
cupid-queens-wings,Cupid Queen's Wings,QWINGS,10417.24,9375.53,11458.97,high,Legendary,A-,Stable,1.39,1899,ratio_chain,https://gpovalues.com/item/cupid-queens-wings,https://gpovalues.com/images/Cupid%20Queen%27s%20Wings.webp?v=b0797c04,2026-09-17T05:28:58.678093+00:00,164519,cupid queen's wings
odm-rod,ODM Rod,OR,7760.13,6596.1,8924.14,medium,Rare,A-,Low,0.36,285,ratio_chain,https://gpovalues.com/item/odm-rod,https://gpovalues.com/images/ODM%20Rod.webp?v=c8052983,2026-09-17T05:28:58.678093+00:00,164519,odm rod
soul-kings-guitar,Soul King's Guitar,SKG,9129.02,8216.12,10041.92,high,Legendary,A-,Low,0.84,4446,ratio_chain,https://gpovalues.com/item/soul-kings-guitar,https://gpovalues.com/images/Soul%20King%27s%20Guitar.webp?v=3e079601,2026-09-17T05:28:58.678093+00:00,164519,soul king's guitar
exalted-cupid-queen-outfit,Exalted Cupid Queen Outfit,EQFIT,8552.49,7269.62,9835.37,medium,Collectable,B+,Stable,0.95,238,ratio_chain,https://gpovalues.com/item/exalted-cupid-queen-outfit,,2026-09-17T05:28:58.678093+00:00,164519,exalted cupid queen outfit
virtuous-cupid-queens-wings,Virtuous Cupid Queen's Wings,VCQW,10156.63,9140.96,11172.3,high,Legendary,B+,High,4.5,2178,ratio_chain,https://gpovalues.com/item/virtuous-cupid-queens-wings,https://gpovalues.com/images/Virtuous%20Cupid%20Queen%27s%20Wings.webp?v=26acdfde,2026-09-17T05:28:58.678093+00:00,164519,virtuous cupid queen's wings
jesters-hat,Jester's Hat,JHAT,8390.02,6712.02,10068.02,low,Rare,B+,High,3.69,136,ratio_chain,https://gpovalues.com/item/jesters-hat,https://gpovalues.com/images/Jester%27s%20Hat.webp?v=9ea6d961,2026-09-17T05:28:58.678093+00:00,164519,jester's hat
cupid-queens-outfit,Cupid Queen's Outfit,QFIT,7857.1,6678.53,9035.67,medium,Collectable,A-,Low,0.47,556,ratio_chain,https://gpovalues.com/item/cupid-queens-outfit,https://gpovalues.com/images/Cupid%20Queen%27s%20Outfit.webp?v=09402628,2026-09-17T05:28:58.678093+00:00,164519,cupid queen's outfit
cupid-queens-scarf,Cupid Queen's Scarf,CQS,7237.44,6151.82,8323.06,medium,Mythical,B+,Low,0.58,435,ratio_chain,https://gpovalues.com/item/cupid-queens-scarf,https://gpovalues.com/images/Cupid%20Queen%27s%20Scarf.webp?v=79f6c5ac,2026-09-17T05:28:58.678093+00:00,164519,cupid queen's scarf
pika,Pika,PIKA,7025.38,6322.84,7727.91,high,Legendary,B+,Low,0.87,21785,ratio_chain,https://gpovalues.com/item/pika,https://gpovalues.com/images/Pika%20Pika%20no%20Mi%20%28Glint-Glint%20Fruit%29.webp?v=3d5d0116,2026-09-17T05:28:58.678093+00:00,164519,pika
tori,Tori,TORI,6406.65,5765.98,7047.33,high,Mythical,A-,High,1.52,7023,ratio_chain,https://gpovalues.com/item/tori,https://gpovalues.com/images/Tori%20Tori%20no%20Mi%2C%20Model%20Phoenix.webp?v=6dcf5cd1,2026-09-17T05:28:58.678093+00:00,164519,tori
big-mama,Big Mama,BM,6371.78,5416.01,7327.53,medium,,,Stable,1.25,337,ratio_chain,https://gpovalues.com/item/big-mama,,2026-09-17T05:28:58.678093+00:00,164519,big mama
firework-lancer,Firework Lancer,FL,6047.0,5442.29,6651.69,high,Legendary,A-,Low,0.22,1293,ratio_chain,https://gpovalues.com/item/firework-lancer,https://gpovalues.com/images/Firework%20Lancer.webp?v=d482cd70,2026-09-17T05:28:58.678093+00:00,164519,firework lancer
pteranodon,Pteranodon,PTERO,5794.44,5214.98,6373.88,high,Mythical,A-,Low,0.74,5873,ratio_chain,https://gpovalues.com/item/pteranodon,https://gpovalues.com/images/Ryu%20Ryu%20no%20Mi%2C%20Model%20Pteranodon.webp?v=05f40b6b,2026-09-17T05:28:58.678093+00:00,164519,pteranodon
elos-sledgehammer,Elo's Sledgehammer,ES,7030.12,6327.1,7733.13,high,Legendary,A-,Stable,0.92,1420,ratio_chain,https://gpovalues.com/item/elos-sledgehammer,https://gpovalues.com/images/Elo%27s%20Sledgehammer.webp?v=5d04e5e4,2026-09-17T05:28:58.678093+00:00,164519,elo's sledgehammer
true-baals-horn,True Ba'al's Horn,TBSH,4805.21,4084.43,5525.99,medium,Legendary,,Low,0.14,360,ratio_chain,https://gpovalues.com/item/true-baals-horn,https://gpovalues.com/images/True%20Ba%27al%27s%20Horn.webp?v=d858f9fc,2026-09-17T05:28:58.678093+00:00,164519,true ba'al's horn
festival-shield,Festival Shield,FESH,4968.33,3974.66,5961.99,low,Legendary,B-,High,1.9,151,ratio_chain,https://gpovalues.com/item/festival-shield,https://gpovalues.com/images/Festival%20Shield.webp?v=dabec3c4,2026-09-17T05:28:58.678093+00:00,164519,festival shield
nightfall-half-shroud,Nightfall Half Shroud,NFHS,4357.76,3921.98,4793.53,high,Collectable,A-,Low,0.35,1068,ratio_chain,https://gpovalues.com/item/nightfall-half-shroud,https://gpovalues.com/images/Nightfall%20Half%20Shroud.webp?v=3e00b35a,2026-09-17T05:28:58.678093+00:00,164519,nightfall half shroud
rogers-outfit,Roger's Outfit,RO,3658.42,3109.66,4207.19,medium,Legendary,B+,Low,0.16,551,ratio_chain,https://gpovalues.com/item/rogers-outfit,https://gpovalues.com/images/Roger%27s%20Outfit.webp?v=0c67d915,2026-09-17T05:28:58.678093+00:00,164519,roger's outfit
ope,Ope,OPE,3346.82,3012.14,3681.5,high,Mythical,B+,Low,0.17,5851,ratio_chain,https://gpovalues.com/item/ope,https://gpovalues.com/images/Ope%20Ope%20no%20Mi%20%28Op-Op%20Fruit%29.webp?v=6ca418ff,2026-09-17T05:28:58.678093+00:00,164519,ope
snoozy-neko,Snoozy Neko,SN,4030.92,3627.84,4434.02,high,Mythical,A-,Low,0.41,1992,ratio_chain,https://gpovalues.com/item/snoozy-neko,https://gpovalues.com/images/Snoozy%20Neko.webp?v=18f30a0b,2026-09-17T05:28:58.678093+00:00,164519,snoozy neko
hollows-fang,Hollow's Fang,HFANG,3793.81,3224.74,4362.89,medium,Legendary,B+,Low,0.51,692,ratio_chain,https://gpovalues.com/item/hollows-fang,https://gpovalues.com/images/Hollow%27s%20Fang.webp?v=f12f9868,2026-09-17T05:28:58.678093+00:00,164519,hollow's fang
kaido,Kaido,KAIDO,4247.42,3610.3,4884.54,medium,,NEW,Stable,1.12,497,ratio_chain,https://gpovalues.com/item/kaido,,2026-09-17T05:28:58.678093+00:00,164519,kaido
