slug,name,shortcut,value,ci_low,ci_high,confidence,rarity,tier,demand,demand_ratio,trade_count,derivation,share_url,generated_at,n_trades_used,join_key
world-ender,World Ender,WE,46106.8,41496.12,50717.48,high,Legendary,A+,Stable,1.18,1314,ratio_chain,https://gpovalues.com/item/world-ender,2026-08-15T18:37:19.409767+00:00,28996,world ender
blessed-cupid-queens-scarf,Blessed Cupid Queen's Scarf,BSCARF,40000.0,32000.0,48000.0,low,Collectable,A+,Low,0.53,61,ratio_chain,https://gpovalues.com/item/blessed-cupid-queens-scarf,2026-08-15T18:37:19.409767+00:00,28996,blessed cupid queen's scarf
snowcap-scepter,Snowcap Scepter,SCEP,38862.43,31089.94,46634.91,low,Legendary,A+,High,2.47,52,ratio_chain,https://gpovalues.com/item/snowcap-scepter,2026-08-15T18:37:19.409767+00:00,28996,snowcap scepter
soul-cleaver,Soul Cleaver,NAPO,35509.78,30183.32,40836.25,medium,Mythical,A+,Stable,1.46,720,ratio_chain,https://gpovalues.com/item/soul-cleaver,2026-08-15T18:37:19.409767+00:00,28996,soul cleaver
dragon,Dragon,DRAGON,28212.45,25391.21,31033.7,high,Mythical,A+,Low,0.58,2068,ratio_chain,https://gpovalues.com/item/dragon,2026-08-15T18:37:19.409767+00:00,28996,dragon
blessed-cupids-bow,Blessed Cupid's Bow,BBOW,28364.48,22691.58,34037.37,low,,A,Low,0.15,82,ratio_chain,https://gpovalues.com/item/blessed-cupids-bow,2026-08-15T18:37:19.409767+00:00,28996,blessed cupid's bow
toji-event-item,Toji (event item),TOJI,29417.33,25004.72,33829.92,medium,Legendary,,Stable,1.37,610,ratio_chain,https://gpovalues.com/item/toji-event-item,2026-08-15T18:37:19.409767+00:00,28996,toji (event item)
coyote-outfit,Coyote Outfit,CO,19715.05,16757.79,22672.3,medium,Legendary,A,Low,0.57,660,ratio_chain,https://gpovalues.com/item/coyote-outfit,2026-08-15T18:37:19.409767+00:00,28996,coyote outfit
devil-fruit-rod,Devil Fruit Rod,DFR,22919.0,20627.1,25210.89,high,Mythical,A,Low,0.6,1727,ratio_chain,https://gpovalues.com/item/devil-fruit-rod,2026-08-15T18:37:19.409767+00:00,28996,devil fruit rod
time-rift-capsule,Time-Rift Capsule,TRC,21714.77,18457.56,24971.99,medium,Epic,A,Low,0.16,492,ratio_chain,https://gpovalues.com/item/time-rift-capsule,2026-08-15T18:37:19.409767+00:00,28996,time-rift capsule
sickle-of-sorrow,Sickle of Sorrow,SOS,21177.15,19059.44,23294.87,high,Legendary,A,Stable,0.9,1149,ratio_chain,https://gpovalues.com/item/sickle-of-sorrow,2026-08-15T18:37:19.409767+00:00,28996,sickle of sorrow
hollows-world-ender,Hollow's World Ender,HWE,21201.54,18021.31,24381.78,medium,Collectable,A,Stable,1.41,989,ratio_chain,https://gpovalues.com/item/hollows-world-ender,2026-08-15T18:37:19.409767+00:00,28996,hollow's world ender
kikoku,Kikoku,KIKO,20388.15,18349.34,22426.97,high,Mythical,A,Low,0.89,1179,ratio_chain,https://gpovalues.com/item/kikoku,2026-08-15T18:37:19.409767+00:00,28996,kikoku
blessed-exalted-cupid-queen-outfit,Blessed Exalted Cupid Queen Outfit,BQFIT,18910.08,15128.07,22692.1,low,,A-,Low,0.21,57,ratio_chain,https://gpovalues.com/item/blessed-exalted-cupid-queen-outfit,2026-08-15T18:37:19.409767+00:00,28996,blessed exalted cupid queen outfit
dark-blade,Dark Blade,DB,18018.49,16216.64,19820.33,high,Mythical,A,Stable,1.04,2481,ratio_chain,https://gpovalues.com/item/dark-blade,2026-08-15T18:37:19.409767+00:00,28996,dark blade
resurrected-baals-head,Resurrected Ba'al's Head,RESHEAD,17655.44,15889.89,19420.98,high,Legendary,A,Low,0.51,1221,ratio_chain,https://gpovalues.com/item/resurrected-baals-head,2026-08-15T18:37:19.409767+00:00,28996,resurrected ba'al's head
nightfall-shroud,Nightfall Shroud,NFS,17050.26,14492.72,19607.8,medium,Collectable,A,Stable,1.09,661,ratio_chain,https://gpovalues.com/item/nightfall-shroud,2026-08-15T18:37:19.409767+00:00,28996,nightfall shroud
mega-pow,Mega-Pow,MP,13069.79,11109.32,15030.25,medium,Legendary,A-,Low,0.88,623,ratio_chain,https://gpovalues.com/item/mega-pow,2026-08-15T18:37:19.409767+00:00,28996,mega-pow
hover-pod,Hover Pod,HPOD,13716.18,12344.56,15087.81,high,Epic,A,High,1.87,1400,ratio_chain,https://gpovalues.com/item/hover-pod,2026-08-15T18:37:19.409767+00:00,28996,hover pod
dark-skeletal-shark-mask,Dark Skeletal Shark Mask,DSSM,10236.07,8188.85,12283.28,low,Legendary,A,Stable,1.48,171,ratio_chain,https://gpovalues.com/item/dark-skeletal-shark-mask,2026-08-15T18:37:19.409767+00:00,28996,dark skeletal shark mask
mythical-fruit-chest,Mythical Fruit Chest,MC,11500.0,10350.0,12650.0,high,Mythical,A,Stable,0.98,10512,ratio_chain,https://gpovalues.com/item/mythical-fruit-chest,2026-08-15T18:37:19.409767+00:00,28996,mythical fruit chest
inferno-rocket-blade,Inferno Rocket Blade,IRB,5312.5,4515.62,6109.38,medium,Legendary,A-,Low,0.27,253,ratio_chain,https://gpovalues.com/item/inferno-rocket-blade,2026-08-15T18:37:19.409767+00:00,28996,inferno rocket blade
mochi,Mochi,MOCHI,5988.34,5389.51,6587.18,high,Mythical,A-,Low,0.77,1724,ratio_chain,https://gpovalues.com/item/mochi,2026-08-15T18:37:19.409767+00:00,28996,mochi
soul,Soul,SOUL,5001.33,4501.2,5501.47,high,Mythical,A-,Low,0.88,1257,ratio_chain,https://gpovalues.com/item/soul,2026-08-15T18:37:19.409767+00:00,28996,soul
elos-sledgehammer,Elo's Sledgehammer,ES,5311.02,4248.82,6373.23,low,Legendary,A-,Stable,1.18,122,ratio_chain,https://gpovalues.com/item/elos-sledgehammer,2026-08-15T18:37:19.409767+00:00,28996,elo's sledgehammer
firework-lancer,Firework Lancer,FL,5184.08,4147.27,6220.9,low,Legendary,A-,Low,0.38,187,ratio_chain,https://gpovalues.com/item/firework-lancer,2026-08-15T18:37:19.409767+00:00,28996,firework lancer
cupid-queens-wings,Cupid Queen's Wings,QWINGS,5000.0,4000.0,6000.0,low,,A-,Stable,0.93,174,ratio_chain,https://gpovalues.com/item/cupid-queens-wings,2026-08-15T18:37:19.409767+00:00,28996,cupid queen's wings
venom,Venom,VENOM,4539.94,4085.94,4993.93,high,Mythical,A-,Stable,0.94,1362,ratio_chain,https://gpovalues.com/item/venom,2026-08-15T18:37:19.409767+00:00,28996,venom
soul-kings-guitar,Soul King's Guitar,SKG,4498.78,3823.96,5173.6,medium,Legendary,A-,Stable,0.99,677,ratio_chain,https://gpovalues.com/item/soul-kings-guitar,2026-08-15T18:37:19.409767+00:00,28996,soul king's guitar
magu,Magu,MAGU,3328.75,2995.88,3661.63,high,Legendary,B+,Low,0.46,1076,ratio_chain,https://gpovalues.com/item/magu,2026-08-15T18:37:19.409767+00:00,28996,magu
pika,Pika,PIKA,3855.95,3470.36,4241.56,high,Legendary,B+,Low,0.77,2693,ratio_chain,https://gpovalues.com/item/pika,2026-08-15T18:37:19.409767+00:00,28996,pika
tori,Tori,TORI,2915.92,2624.33,3207.51,high,Mythical,A-,Low,0.72,1180,ratio_chain,https://gpovalues.com/item/tori,2026-08-15T18:37:19.409767+00:00,28996,tori
pteranodon,Pteranodon,PTERO,2554.73,2299.27,2810.21,high,Mythical,A-,Low,0.37,1084,ratio_chain,https://gpovalues.com/item/pteranodon,2026-08-15T18:37:19.409767+00:00,28996,pteranodon
rogers-ace,Roger's Ace,ACE,2374.26,2018.12,2730.4,medium,Mythical,B+,Low,0.52,704,ratio_chain,https://gpovalues.com/item/rogers-ace,2026-08-15T18:37:19.409767+00:00,28996,roger's ace
buddha,Buddha,BUDDHA,2181.9,1854.62,2509.18,medium,Mythical,B+,Low,0.27,953,ratio_chain,https://gpovalues.com/item/buddha,2026-08-15T18:37:19.409767+00:00,28996,buddha
paw,Paw,PAW,2125.0,1806.25,2443.75,medium,Legendary,B-,Low,0.14,206,ratio_chain,https://gpovalues.com/item/paw,2026-08-15T18:37:19.409767+00:00,28996,paw
suna,Suna,SUNA,2125.0,1806.25,2443.75,medium,Legendary,B+,Low,0.07,292,ratio_chain,https://gpovalues.com/item/suna,2026-08-15T18:37:19.409767+00:00,28996,suna
ope,Ope,OPE,2443.75,2199.38,2688.12,high,Mythical,B+,Low,0.12,1041,ratio_chain,https://gpovalues.com/item/ope,2026-08-15T18:37:19.409767+00:00,28996,ope
mera-mera,Mera Mera,MERA,2125.0,1806.25,2443.75,medium,Legendary,B-,Low,0.26,444,ratio_chain,https://gpovalues.com/item/mera-mera,2026-08-15T18:37:19.409767+00:00,28996,mera mera
goro,Goro,GORO,2575.0,2188.75,2961.25,medium,Legendary,B+,Stable,1.34,556,ratio_chain,https://gpovalues.com/item/goro,2026-08-15T18:37:19.409767+00:00,28996,goro
hie,Hie,HIE,1440.56,1224.47,1656.64,medium,Legendary,B,Stable,1.16,319,ratio_chain,https://gpovalues.com/item/hie,2026-08-15T18:37:19.409767+00:00,28996,hie
legendary-fruit-chest,Legendary Fruit Chest,LC,1394.38,1254.94,1533.81,high,Legendary,B+,Low,0.71,3984,ratio_chain,https://gpovalues.com/item/legendary-fruit-chest,2026-08-15T18:37:19.409767+00:00,28996,legendary fruit chest
gura,Gura,GURA,672.14,571.32,772.96,medium,Legendary,B+,Low,0.37,312,ratio_chain,https://gpovalues.com/item/gura,2026-08-15T18:37:19.409767+00:00,28996,gura
spare-fruit-bag,Spare Fruit Bag,SFB,531.25,451.56,610.94,medium,Rare,,Low,0.37,227,ratio_chain,https://gpovalues.com/item/spare-fruit-bag,2026-08-15T18:37:19.409767+00:00,28996,spare fruit bag
kraken-blade,Kraken Blade,KB,625.0,500.0,750.0,low,Collectable,,Low,0.88,122,ratio_chain,https://gpovalues.com/item/kraken-blade,2026-08-15T18:37:19.409767+00:00,28996,kraken blade
rare-fruit-chest,Rare Fruit Chest,RFC,156.25,125.0,187.5,low,Rare,,Low,0.71,101,ratio_chain,https://gpovalues.com/item/rare-fruit-chest,2026-08-15T18:37:19.409767+00:00,28996,rare fruit chest
special-tailor-token,Special Tailor Token,STT,118.08,106.27,129.89,high,Collectable,,Low,0.53,1338,ratio_chain,https://gpovalues.com/item/special-tailor-token,2026-08-15T18:37:19.409767+00:00,28996,special tailor token
legendary-fish-bait,Legendary Fish Bait,LFB,2205.34,1543.74,2866.95,high,Rare,,Stable,0.99,1267,1to1_alignment,https://gpovalues.com/item/legendary-fish-bait,2026-08-15T18:37:19.409767+00:00,28996,legendary fish bait
fish-bait,Fish Bait,FB,16.88,14.34,19.41,medium,,,High,1.97,270,ratio_chain,https://gpovalues.com/item/fish-bait,2026-08-15T18:37:19.409767+00:00,28996,fish bait
bounty-per-unit,Bounty (per unit),BOUNTY,0.024259540158395997,0.012129770079197999,0.036389310237593994,high,,,,,574,,https://gpovalues.com/item/bounty-per-unit,2026-08-15T18:37:19.409767+00:00,28996,bounty (per unit)
